'2026-07-20 11:19:36,524 | INFO | {'order_id': 'O00826', 'customer_id': 'C0001', 'product_id': 'P0043', 'quantity': 3, 'amount': 1050.66, 'currency': 'INR', 'order_date': '16/04/2026', 'table_name': 'orders', 'row_number': 147, 'reject_reason': 'duplicate order_id'} 
'2026-07-20 11:19:36,527 | INFO | {'order_id': 'O00201', 'customer_id': 'C0050', 'product_id': 'P0052', 'quantity': 1, 'amount': 281.25, 'currency': 'USD', 'order_date': '2026-02-03', 'table_name': 'orders', 'row_number': 738, 'reject_reason': 'duplicate order_id'} 
'2026-07-20 11:19:36,527 | INFO | {'order_id': 'O00649', 'customer_id': 'C0093', 'product_id': 'P0027', 'quantity': 3, 'amount': 974.16, 'currency': 'GBP', 'order_date': '18/06/2026', 'table_name': 'orders', 'row_number': 755, 'reject_reason': 'duplicate order_id'} 
'2026-07-20 11:19:36,528 | INFO | {'order_id': 'O00873', 'customer_id': 'C0041', 'product_id': 'P0026', 'quantity': 4, 'amount': 987.4, 'currency': 'GBP', 'order_date': '20/01/2026', 'table_name': 'orders', 'row_number': 816, 'reject_reason': 'duplicate order_id'} 
'2026-07-20 11:19:36,528 | INFO | {'order_id': 'O00297', 'customer_id': 'C0112', 'product_id': 'P0049', 'quantity': 4, 'amount': 166.68, 'currency': 'GBP', 'order_date': '10/05/2026', 'table_name': 'orders', 'row_number': 839, 'reject_reason': 'duplicate order_id'} 
'2026-07-20 11:19:36,528 | INFO | {'order_id': 'O00596', 'customer_id': 'C0069', 'product_id': 'P0055', 'quantity': 4, 'amount': 624.64, 'currency': 'GBP', 'order_date': '04-30-2026', 'table_name': 'orders', 'row_number': 882, 'reject_reason': 'duplicate order_id'} 
'2026-07-20 11:19:36,528 | INFO | {'order_id': 'O00034', 'customer_id': 'C0046', 'product_id': 'P0018', 'quantity': 2, 'amount': 286.14, 'currency': 'USD', 'order_date': '04-05-2026', 'table_name': 'orders', 'row_number': 887, 'reject_reason': 'duplicate order_id'} 
'2026-07-20 11:19:36,528 | INFO | {'order_id': 'O99999', 'customer_id': 'C0099', 'product_id': nan, 'quantity': 6, 'amount': 5588.0, 'currency': 'INR', 'order_date': nan, 'table_name': 'orders', 'row_number': 918, 'reject_reason': ' Missing values in : product_id , order_date'} 
'2026-07-20 11:19:36,529 | INFO | {'order_id': 'O00552', 'customer_id': nan, 'product_id': 'P0035', 'quantity': 4, 'amount': 1448.16, 'currency': 'USD', 'order_date': '30/05/2026', 'table_name': 'orders', 'row_number': 16, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,529 | INFO | {'order_id': 'O00483', 'customer_id': nan, 'product_id': 'P0036', 'quantity': 3, 'amount': nan, 'currency': 'USD', 'order_date': '03-17-2026', 'table_name': 'orders', 'row_number': 20, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,529 | INFO | {'order_id': 'O00394', 'customer_id': nan, 'product_id': 'P0050', 'quantity': 2, 'amount': 160.2, 'currency': 'USD', 'order_date': '19/02/2026', 'table_name': 'orders', 'row_number': 31, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,529 | INFO | {'order_id': 'O00133', 'customer_id': nan, 'product_id': 'P0023', 'quantity': 1, 'amount': 440.76, 'currency': 'INR', 'order_date': '01-01-2026', 'table_name': 'orders', 'row_number': 32, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,529 | INFO | {'order_id': 'O00060', 'customer_id': nan, 'product_id': 'P0024', 'quantity': 3, 'amount': 840.36, 'currency': 'INR', 'order_date': '10/05/2026', 'table_name': 'orders', 'row_number': 41, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,530 | INFO | {'order_id': 'O00397', 'customer_id': nan, 'product_id': 'P0051', 'quantity': 3, 'amount': 141.48, 'currency': 'INR', 'order_date': '29/01/2026', 'table_name': 'orders', 'row_number': 47, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,530 | INFO | {'order_id': 'O00640', 'customer_id': nan, 'product_id': 'P0008', 'quantity': 1, 'amount': 399.13, 'currency': 'USD', 'order_date': '06-22-2026', 'table_name': 'orders', 'row_number': 61, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,530 | INFO | {'order_id': 'O00755', 'customer_id': nan, 'product_id': 'P0049', 'quantity': 1, 'amount': 41.67, 'currency': 'GBP', 'order_date': '2026-05-09', 'table_name': 'orders', 'row_number': 89, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,530 | INFO | {'order_id': 'O00664', 'customer_id': nan, 'product_id': 'P0057', 'quantity': 5, 'amount': 2370.3, 'currency': 'USD', 'order_date': '03-21-2026', 'table_name': 'orders', 'row_number': 117, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,530 | INFO | {'order_id': 'O00780', 'customer_id': nan, 'product_id': 'P0052', 'quantity': 3, 'amount': 843.75, 'currency': 'USD', 'order_date': '24/03/2026', 'table_name': 'orders', 'row_number': 152, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,531 | INFO | {'order_id': 'O00513', 'customer_id': nan, 'product_id': 'P0004', 'quantity': 3, 'amount': 870.06, 'currency': 'INR', 'order_date': '08/05/2026', 'table_name': 'orders', 'row_number': 169, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,531 | INFO | {'order_id': 'O00197', 'customer_id': nan, 'product_id': 'P0007', 'quantity': 0, 'amount': nan, 'currency': 'EUR', 'order_date': '05-05-2026', 'table_name': 'orders', 'row_number': 214, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,531 | INFO | {'order_id': 'O00453', 'customer_id': nan, 'product_id': 'P0050', 'quantity': 3, 'amount': 240.3, 'currency': 'USD', 'order_date': '27/04/2026', 'table_name': 'orders', 'row_number': 217, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,531 | INFO | {'order_id': 'O00459', 'customer_id': nan, 'product_id': 'P0044', 'quantity': 3, 'amount': 167.34, 'currency': 'GBP', 'order_date': '18/03/2026', 'table_name': 'orders', 'row_number': 223, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,532 | INFO | {'order_id': 'O00341', 'customer_id': nan, 'product_id': 'P0042', 'quantity': 3, 'amount': 422.34, 'currency': 'EUR', 'order_date': '03/04/2026', 'table_name': 'orders', 'row_number': 226, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,532 | INFO | {'order_id': 'O00512', 'customer_id': nan, 'product_id': 'P0002', 'quantity': 5, 'amount': 1950.05, 'currency': 'USD', 'order_date': '2026-06-11', 'table_name': 'orders', 'row_number': 227, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,532 | INFO | {'order_id': 'O00587', 'customer_id': nan, 'product_id': 'P0054', 'quantity': 3, 'amount': nan, 'currency': 'GBP', 'order_date': '2026-03-14', 'table_name': 'orders', 'row_number': 295, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,532 | INFO | {'order_id': 'O00895', 'customer_id': nan, 'product_id': 'P0029', 'quantity': 2, 'amount': 229.38, 'currency': 'INR', 'order_date': '06-22-2026', 'table_name': 'orders', 'row_number': 309, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,532 | INFO | {'order_id': 'O00442', 'customer_id': nan, 'product_id': 'P0025', 'quantity': 5, 'amount': 236.9, 'currency': 'EUR', 'order_date': '04/03/2026', 'table_name': 'orders', 'row_number': 313, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,533 | INFO | {'order_id': 'O00365', 'customer_id': nan, 'product_id': 'P0008', 'quantity': 3, 'amount': 1197.39, 'currency': 'USD', 'order_date': '04-28-2026', 'table_name': 'orders', 'row_number': 317, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,533 | INFO | {'order_id': 'O00001', 'customer_id': nan, 'product_id': 'P0019', 'quantity': 3, 'amount': 1129.47, 'currency': 'EUR', 'order_date': '26/04/2026', 'table_name': 'orders', 'row_number': 331, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,533 | INFO | {'order_id': 'O00493', 'customer_id': nan, 'product_id': 'P0032', 'quantity': 1, 'amount': 215.62, 'currency': 'INR', 'order_date': '06-18-2026', 'table_name': 'orders', 'row_number': 339, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,533 | INFO | {'order_id': 'O00561', 'customer_id': nan, 'product_id': 'P0017', 'quantity': 2, 'amount': 329.08, 'currency': 'INR', 'order_date': '01-31-2026', 'table_name': 'orders', 'row_number': 341, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,533 | INFO | {'order_id': 'O00521', 'customer_id': nan, 'product_id': 'P0012', 'quantity': 4, 'amount': 228.96, 'currency': 'GBP', 'order_date': '04-16-2026', 'table_name': 'orders', 'row_number': 363, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,533 | INFO | {'order_id': 'O00105', 'customer_id': nan, 'product_id': 'P0007', 'quantity': 4, 'amount': 221.76, 'currency': 'EUR', 'order_date': '17/06/2026', 'table_name': 'orders', 'row_number': 372, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,534 | INFO | {'order_id': 'O00651', 'customer_id': nan, 'product_id': 'P0002', 'quantity': 3, 'amount': 1170.03, 'currency': 'USD', 'order_date': '2026-05-07', 'table_name': 'orders', 'row_number': 384, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,534 | INFO | {'order_id': 'O00187', 'customer_id': nan, 'product_id': 'P0049', 'quantity': 2, 'amount': 83.34, 'currency': 'GBP', 'order_date': '2026-04-24', 'table_name': 'orders', 'row_number': 476, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,534 | INFO | {'order_id': 'O00363', 'customer_id': nan, 'product_id': 'P0012', 'quantity': 4, 'amount': 228.96, 'currency': 'GBP', 'order_date': '05/06/2026', 'table_name': 'orders', 'row_number': 487, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,534 | INFO | {'order_id': 'O00688', 'customer_id': nan, 'product_id': 'P0048', 'quantity': 5, 'amount': 2059.75, 'currency': 'USD', 'order_date': '06-11-2026', 'table_name': 'orders', 'row_number': 514, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,534 | INFO | {'order_id': 'O00249', 'customer_id': nan, 'product_id': 'P0006', 'quantity': 3, 'amount': 894.27, 'currency': 'USD', 'order_date': '2026-05-21', 'table_name': 'orders', 'row_number': 515, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,535 | INFO | {'order_id': 'O00247', 'customer_id': nan, 'product_id': 'P0042', 'quantity': 2, 'amount': 281.56, 'currency': 'EUR', 'order_date': '02/06/2026', 'table_name': 'orders', 'row_number': 527, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,535 | INFO | {'order_id': 'O00108', 'customer_id': nan, 'product_id': 'P0003', 'quantity': 2, 'amount': 117.02, 'currency': 'INR', 'order_date': '20/02/2026', 'table_name': 'orders', 'row_number': 558, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,535 | INFO | {'order_id': 'O00751', 'customer_id': nan, 'product_id': 'P0014', 'quantity': 4, 'amount': 1472.92, 'currency': 'EUR', 'order_date': '02-14-2026', 'table_name': 'orders', 'row_number': 560, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,535 | INFO | {'order_id': 'O00547', 'customer_id': nan, 'product_id': 'P0021', 'quantity': 5, 'amount': 475.05, 'currency': 'INR', 'order_date': '2026-06-20', 'table_name': 'orders', 'row_number': 589, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,535 | INFO | {'order_id': 'O00285', 'customer_id': nan, 'product_id': 'P0027', 'quantity': 1, 'amount': 324.72, 'currency': 'GBP', 'order_date': '02-09-2026', 'table_name': 'orders', 'row_number': 622, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,536 | INFO | {'order_id': 'O00075', 'customer_id': nan, 'product_id': 'P0059', 'quantity': 4, 'amount': 494.92, 'currency': 'EUR', 'order_date': '2026-06-16', 'table_name': 'orders', 'row_number': 648, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,536 | INFO | {'order_id': 'O00807', 'customer_id': nan, 'product_id': 'P0003', 'quantity': 2, 'amount': 117.02, 'currency': 'INR', 'order_date': '02-23-2026', 'table_name': 'orders', 'row_number': 650, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,536 | INFO | {'order_id': 'O00722', 'customer_id': nan, 'product_id': 'P0015', 'quantity': 2, 'amount': 619.76, 'currency': 'INR', 'order_date': '05-29-2026', 'table_name': 'orders', 'row_number': 655, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,536 | INFO | {'order_id': 'O00393', 'customer_id': nan, 'product_id': 'P0006', 'quantity': 2, 'amount': 596.18, 'currency': 'USD', 'order_date': '05-08-2026', 'table_name': 'orders', 'row_number': 676, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,536 | INFO | {'order_id': 'O00782', 'customer_id': nan, 'product_id': 'P0032', 'quantity': 1, 'amount': 215.62, 'currency': 'INR', 'order_date': '05-14-2026', 'table_name': 'orders', 'row_number': 682, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,537 | INFO | {'order_id': 'O00865', 'customer_id': nan, 'product_id': 'P0055', 'quantity': 1, 'amount': 156.16, 'currency': 'GBP', 'order_date': '2026-02-26', 'table_name': 'orders', 'row_number': 693, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,537 | INFO | {'order_id': 'O00525', 'customer_id': nan, 'product_id': 'P0033', 'quantity': 1, 'amount': 179.15, 'currency': 'INR', 'order_date': '2026-01-14', 'table_name': 'orders', 'row_number': 725, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,537 | INFO | {'order_id': 'O00031', 'customer_id': nan, 'product_id': 'P0003', 'quantity': 3, 'amount': 175.53, 'currency': 'INR', 'order_date': '2026-03-19', 'table_name': 'orders', 'row_number': 729, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,537 | INFO | {'order_id': 'O00834', 'customer_id': nan, 'product_id': 'P0013', 'quantity': 1, 'amount': 355.12, 'currency': 'GBP', 'order_date': '2026-03-12', 'table_name': 'orders', 'row_number': 735, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,537 | INFO | {'order_id': 'O00776', 'customer_id': nan, 'product_id': 'P0039', 'quantity': 5, 'amount': 2451.75, 'currency': 'INR', 'order_date': '01-11-2026', 'table_name': 'orders', 'row_number': 752, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,538 | INFO | {'order_id': 'O00830', 'customer_id': nan, 'product_id': 'P0010', 'quantity': 3, 'amount': 117.39, 'currency': 'INR', 'order_date': '2026-04-10', 'table_name': 'orders', 'row_number': 774, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,538 | INFO | {'order_id': 'O00836', 'customer_id': nan, 'product_id': 'P0004', 'quantity': 3, 'amount': 870.06, 'currency': 'INR', 'order_date': '2026-04-18', 'table_name': 'orders', 'row_number': 794, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,538 | INFO | {'order_id': 'O00388', 'customer_id': nan, 'product_id': 'P0024', 'quantity': 2, 'amount': 560.24, 'currency': 'INR', 'order_date': '2026-04-21', 'table_name': 'orders', 'row_number': 796, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,538 | INFO | {'order_id': 'O00549', 'customer_id': nan, 'product_id': 'P0048', 'quantity': 5, 'amount': 2059.75, 'currency': 'USD', 'order_date': '07/02/2026', 'table_name': 'orders', 'row_number': 799, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,538 | INFO | {'order_id': 'O00237', 'customer_id': nan, 'product_id': 'P0004', 'quantity': 2, 'amount': nan, 'currency': 'GBP', 'order_date': '2026-05-07', 'table_name': 'orders', 'row_number': 848, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,539 | INFO | {'order_id': 'O00893', 'customer_id': nan, 'product_id': 'P0051', 'quantity': 5, 'amount': 235.8, 'currency': 'INR', 'order_date': '01/04/2026', 'table_name': 'orders', 'row_number': 888, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,539 | INFO | {'order_id': 'O00859', 'customer_id': nan, 'product_id': 'P0010', 'quantity': 2, 'amount': 78.26, 'currency': 'INR', 'order_date': '2026-01-31', 'table_name': 'orders', 'row_number': 894, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,539 | INFO | {'order_id': 'O00384', 'customer_id': nan, 'product_id': 'P0023', 'quantity': 3, 'amount': 1322.28, 'currency': 'INR', 'order_date': '2026-02-03', 'table_name': 'orders', 'row_number': 903, 'reject_reason': 'customer_id not present in the customer table'} 
'2026-07-20 11:19:36,539 | INFO | {'order_id': 'O00093', 'customer_id': 'C0026', 'product_id': 'P0016', 'quantity': -2, 'amount': 0.0, 'currency': 'GBP', 'order_date': '2026-04-03', 'table_name': 'orders', 'row_number': 19, 'reject_reason': 'Quantity less than Zero'} 
'2026-07-20 11:19:36,539 | INFO | {'order_id': 'O00329', 'customer_id': 'C0112', 'product_id': 'P0008', 'quantity': -2, 'amount': 0.0, 'currency': 'USD', 'order_date': '06-15-2026', 'table_name': 'orders', 'row_number': 118, 'reject_reason': 'Quantity less than Zero'} 
'2026-07-20 11:19:36,539 | INFO | {'order_id': 'O00369', 'customer_id': 'C0087', 'product_id': 'P0032', 'quantity': -2, 'amount': 0.0, 'currency': 'INR', 'order_date': '2026-01-28', 'table_name': 'orders', 'row_number': 122, 'reject_reason': 'Quantity less than Zero'} 
'2026-07-20 11:19:36,540 | INFO | {'order_id': 'O00047', 'customer_id': 'C0119', 'product_id': 'P0045', 'quantity': -1, 'amount': 0.0, 'currency': 'INR', 'order_date': '06-14-2026', 'table_name': 'orders', 'row_number': 164, 'reject_reason': 'Quantity less than Zero'} 
'2026-07-20 11:19:36,540 | INFO | {'order_id': 'O00324', 'customer_id': 'C0083', 'product_id': 'P0005', 'quantity': -2, 'amount': 0.0, 'currency': 'GBP', 'order_date': '29/06/2026', 'table_name': 'orders', 'row_number': 181, 'reject_reason': 'Quantity less than Zero'} 
'2026-07-20 11:19:36,540 | INFO | {'order_id': 'O00684', 'customer_id': 'C0060', 'product_id': 'P0005', 'quantity': -2, 'amount': 0.0, 'currency': 'GBP', 'order_date': '30/01/2026', 'table_name': 'orders', 'row_number': 193, 'reject_reason': 'Quantity less than Zero'} 
'2026-07-20 11:19:36,540 | INFO | {'order_id': 'O00701', 'customer_id': 'C0043', 'product_id': 'P0041', 'quantity': -1, 'amount': 0.0, 'currency': 'INR', 'order_date': '2026-01-20', 'table_name': 'orders', 'row_number': 230, 'reject_reason': 'Quantity less than Zero'} 
'2026-07-20 11:19:36,541 | INFO | {'order_id': 'O00812', 'customer_id': 'C0019', 'product_id': 'P0015', 'quantity': -1, 'amount': 0.0, 'currency': 'INR', 'order_date': '03/04/2026', 'table_name': 'orders', 'row_number': 252, 'reject_reason': 'Quantity less than Zero'} 
'2026-07-20 11:19:36,541 | INFO | {'order_id': 'O00605', 'customer_id': 'C0047', 'product_id': 'P0024', 'quantity': -2, 'amount': 0.0, 'currency': 'USD', 'order_date': '2026-06-24', 'table_name': 'orders', 'row_number': 265, 'reject_reason': 'Quantity less than Zero'} 
'2026-07-20 11:19:36,541 | INFO | {'order_id': 'O00498', 'customer_id': 'C0061', 'product_id': 'P0034', 'quantity': -1, 'amount': 0.0, 'currency': 'INR', 'order_date': '08/04/2026', 'table_name': 'orders', 'row_number': 282, 'reject_reason': 'Quantity less than Zero'} 
'2026-07-20 11:19:36,541 | INFO | {'order_id': 'O00515', 'customer_id': 'C0006', 'product_id': 'P0042', 'quantity': -2, 'amount': 0.0, 'currency': 'EUR', 'order_date': '01-05-2026', 'table_name': 'orders', 'row_number': 293, 'reject_reason': 'Quantity less than Zero'} 
'2026-07-20 11:19:36,541 | INFO | {'order_id': 'O00180', 'customer_id': 'C0024', 'product_id': 'P0028', 'quantity': -2, 'amount': 0.0, 'currency': 'GBP', 'order_date': '2026-03-01', 'table_name': 'orders', 'row_number': 311, 'reject_reason': 'Quantity less than Zero'} 
'2026-07-20 11:19:36,542 | INFO | {'order_id': 'O00716', 'customer_id': 'C0003', 'product_id': 'P0017', 'quantity': -2, 'amount': 0.0, 'currency': 'INR', 'order_date': '2026-05-22', 'table_name': 'orders', 'row_number': 351, 'reject_reason': 'Quantity less than Zero'} 
'2026-07-20 11:19:36,542 | INFO | {'order_id': 'O00775', 'customer_id': 'C0075', 'product_id': 'P0032', 'quantity': -1, 'amount': nan, 'currency': 'INR', 'order_date': '2026-03-12', 'table_name': 'orders', 'row_number': 447, 'reject_reason': 'Quantity less than Zero'} 
'2026-07-20 11:19:36,542 | INFO | {'order_id': 'O00233', 'customer_id': 'C0065', 'product_id': 'P0018', 'quantity': -2, 'amount': 0.0, 'currency': 'USD', 'order_date': '05-20-2026', 'table_name': 'orders', 'row_number': 486, 'reject_reason': 'Quantity less than Zero'} 
'2026-07-20 11:19:36,542 | INFO | {'order_id': 'O00161', 'customer_id': 'C0077', 'product_id': 'P0050', 'quantity': -1, 'amount': 0.0, 'currency': 'USD', 'order_date': '01-20-2026', 'table_name': 'orders', 'row_number': 491, 'reject_reason': 'Quantity less than Zero'} 
'2026-07-20 11:19:36,542 | INFO | {'order_id': 'O00508', 'customer_id': 'C0090', 'product_id': 'P0026', 'quantity': -2, 'amount': 0.0, 'currency': 'GBP', 'order_date': '2026-06-20', 'table_name': 'orders', 'row_number': 702, 'reject_reason': 'Quantity less than Zero'} 
'2026-07-20 11:19:36,543 | INFO | {'order_id': 'O00079', 'customer_id': 'C0065', 'product_id': 'P0033', 'quantity': -1, 'amount': 0.0, 'currency': 'INR', 'order_date': '04-03-2026', 'table_name': 'orders', 'row_number': 761, 'reject_reason': 'Quantity less than Zero'} 
'2026-07-20 11:19:36,543 | INFO | {'order_id': 'O00023', 'customer_id': 'C0074', 'product_id': 'P0019', 'quantity': -2, 'amount': nan, 'currency': 'EUR', 'order_date': '04/05/2026', 'table_name': 'orders', 'row_number': 766, 'reject_reason': 'Quantity less than Zero'} 
'2026-07-20 11:19:36,543 | INFO | {'order_id': 'O00507', 'customer_id': 'C0010', 'product_id': 'P0017', 'quantity': -1, 'amount': 0.0, 'currency': 'INR', 'order_date': '2026-03-08', 'table_name': 'orders', 'row_number': 772, 'reject_reason': 'Quantity less than Zero'} 
'2026-07-20 11:19:36,543 | INFO | {'order_id': 'O00148', 'customer_id': 'C0006', 'product_id': 'P0015', 'quantity': -2, 'amount': 0.0, 'currency': 'INR', 'order_date': '22/02/2026', 'table_name': 'orders', 'row_number': 789, 'reject_reason': 'Quantity less than Zero'} 
'2026-07-20 11:19:36,543 | INFO | {'order_id': 'O00789', 'customer_id': 'C0078', 'product_id': 'P0007', 'quantity': -1, 'amount': 0.0, 'currency': 'EUR', 'order_date': '06-23-2026', 'table_name': 'orders', 'row_number': 824, 'reject_reason': 'Quantity less than Zero'} 
'2026-07-20 11:19:36,544 | INFO | {'order_id': 'O00615', 'customer_id': 'C0048', 'product_id': 'P0037', 'quantity': -2, 'amount': 0.0, 'currency': 'EUR', 'order_date': '2026-06-03', 'table_name': 'orders', 'row_number': 876, 'reject_reason': 'Quantity less than Zero'} 
'2026-07-20 11:19:36,544 | INFO | {'order_id': 'O00564', 'customer_id': 'C0013', 'product_id': 'P0023', 'quantity': 2, 'amount': -1.0, 'currency': 'INR', 'order_date': '25/06/2026', 'table_name': 'orders', 'row_number': 9, 'reject_reason': 'amount is invalid'} 
